Wall time,Step,Value
1786032942.7516737,25344,-135.6724090576172
1786032943.2772655,25600,-137.17626953125
1786032943.7992377,25856,-136.3692626953125
1786032944.4237232,26112,-136.0878143310547
1786032945.0285275,26368,-138.3850555419922
1786032945.480933,26624,-135.5833282470703
1786032946.0891476,26880,-136.1341094970703
1786032946.6807947,27136,-136.7631072998047
1786032947.2074654,27392,-139.10037231445312
1786032947.7355638,27648,-138.96229553222656
1786032948.301956,27904,-138.63587951660156
1786032948.972952,28160,-137.89491271972656
1786032949.4771302,28416,-138.55828857421875
1786032950.021145,28672,-138.9974365234375
1786032950.4863853,28928,-140.0914306640625
1786032950.977904,29184,-140.4445037841797
1786032951.4500132,29440,-137.1139678955078
1786032951.9553766,29696,-136.6387939453125
1786032952.4492366,29952,-134.30874633789062
1786032952.9622424,30208,-134.8448944091797
1786032953.5836778,30464,-135.6264190673828
1786032954.0381868,30720,-135.15475463867188
1786032954.4865432,30976,-135.79515075683594
1786032955.012921,31232,-134.4989013671875
1786032955.4052043,31488,-135.5592498779297
1786032955.8343823,31744,-136.00811767578125
1786032956.302928,32000,-136.08876037597656
1786032956.7090952,32256,-138.6057586669922
1786032957.2617538,32512,-138.35877990722656
1786032957.6645741,32768,-137.53509521484375
1786032958.081745,33024,-139.95706176757812
1786032958.578712,33280,-139.85317993164062
1786032959.0791736,33536,-141.16744995117188
1786032959.493902,33792,-142.72337341308594
1786032959.9389527,34048,-142.49232482910156
1786032960.474648,34304,-139.1446990966797
1786032960.9495332,34560,-137.94232177734375
1786032961.447685,34816,-139.19384765625
1786032961.8128238,35072,-140.0421600341797
1786032962.3323193,35328,-137.3738555908203
1786032962.7001252,35584,-135.11314392089844
1786032963.1406753,35840,-136.05674743652344
1786032963.6116784,36096,-132.0546417236328
1786032964.1217163,36352,-129.72372436523438
1786032964.661176,36608,-126.54401397705078
1786032965.2863586,36864,-126.65138244628906
1786032965.8396285,37120,-122.56965637207031
1786032966.361275,37376,-120.60967254638672
1786032967.021617,37632,-120.66763305664062
1786032967.550138,37888,-121.51102447509766
1786032968.0517693,38144,-124.01539611816406
1786032968.4420938,38400,-121.35285186767578
1786032968.8576012,38656,-121.20053100585938
1786032969.284296,38912,-123.42861938476562
1786032969.820654,39168,-122.81135559082031
1786032970.2917676,39424,-121.13197326660156
1786032970.71362,39680,-119.38286590576172
1786032971.251839,39936,-119.74523162841797
1786032971.7428195,40192,-119.21910095214844
1786032972.2808225,40448,-119.2782211303711
1786032972.7695053,40704,-119.79539489746094
1786032973.2821822,40960,-119.93804168701172
1786032973.7271008,41216,-119.79986572265625
1786032974.1740613,41472,-118.83946228027344
1786032974.6780524,41728,-119.5108871459961
1786032975.1780953,41984,-119.71792602539062
1786032975.616034,42240,-120.30703735351562
1786032976.151798,42496,-116.90142059326172
1786032976.6918652,42752,-117.01383209228516
1786032977.2592223,43008,-116.80509948730469
1786032977.6968791,43264,-115.35206604003906
1786032978.1663597,43520,-116.07210540771484
1786032978.682966,43776,-115.38238525390625
1786032979.0406766,44032,-114.7288589477539
1786032979.5937076,44288,-113.8573226928711
1786032980.088084,44544,-113.8517837524414
1786032980.6328535,44800,-117.37499237060547
1786032981.119786,45056,-116.9887466430664
1786032981.5782146,45312,-115.28014373779297
1786032981.9929044,45568,-115.83435821533203
1786032982.4535713,45824,-114.67969512939453
1786032982.9030075,46080,-117.22736358642578
1786032983.4294624,46336,-116.92164611816406
1786032983.878022,46592,-113.69035339355469
1786032984.2617784,46848,-112.9451675415039
1786032984.7997985,47104,-112.77940368652344
1786032985.3115487,47360,-113.84290313720703
1786032985.7656548,47616,-115.2842788696289
1786032986.2051697,47872,-115.9043197631836
1786032986.6482086,48128,-115.17119598388672
1786032987.118884,48384,-116.1038818359375
1786032987.6103616,48640,-113.59075927734375
1786032988.0372818,48896,-112.99919891357422
1786032988.442765,49152,-112.9027328491211
1786032988.882416,49408,-112.77640533447266
1786032989.3303025,49664,-110.91764831542969
1786032989.790072,49920,-111.39303588867188
1786032990.2426934,50176,-112.35458374023438
1786032990.6677861,50432,-113.42900848388672
1786032991.163513,50688,-113.40602111816406
1786032991.6568592,50944,-112.82926940917969
1786032992.0249057,51200,-112.88414764404297
1786032992.3367326,51456,-115.24919891357422
1786032992.766202,51712,-116.08488464355469
1786032993.2778199,51968,-116.10040283203125
1786032993.7756867,52224,-117.64338684082031
1786032994.101871,52480,-118.05725860595703
1786032994.5675895,52736,-116.34220886230469
1786032994.9152148,52992,-116.39981842041016
1786032995.4034479,53248,-115.14988708496094
1786032995.8492358,53504,-113.97669219970703
1786032996.5445275,53760,-112.35838317871094
1786032997.3370733,54016,-111.67415618896484
1786032997.7248545,54272,-111.97562408447266
1786032998.2329412,54528,-113.07837677001953
1786032998.680609,54784,-112.35096740722656
1786032999.1528172,55040,-112.34619140625
1786032999.5512462,55296,-111.05779266357422
1786033000.073689,55552,-113.38236236572266
1786033000.5337236,55808,-113.70687866210938
1786033001.2113714,56064,-113.05746459960938
1786033001.81338,56320,-114.57731628417969
1786033002.3038447,56576,-115.80006408691406
1786033002.9039083,56832,-115.9566879272461
1786033003.3812811,57088,-116.10089111328125
1786033003.8897314,57344,-116.29467010498047
1786033004.6416464,57600,-117.69938659667969
1786033005.1485283,57856,-118.4502944946289
1786033005.9295216,58112,-121.25879669189453
1786033006.3490324,58368,-121.82181549072266
1786033006.7952878,58624,-120.69100952148438
1786033007.2801905,58880,-122.56182098388672
1786033007.785953,59136,-121.060791015625
1786033008.2663286,59392,-121.05146026611328
1786033008.7846103,59648,-119.82330322265625
1786033009.1507194,59904,-118.7757339477539
1786033009.6083875,60160,-118.5731430053711
1786033010.0980349,60416,-118.88764190673828
1786033010.5859,60672,-118.21841430664062
1786033011.0230255,60928,-115.43116760253906
1786033011.5555353,61184,-114.8758773803711
1786033012.0342736,61440,-114.77212524414062
1786033012.5524206,61696,-117.07011413574219
1786033013.1068182,61952,-118.18955993652344
1786033013.605519,62208,-118.02064514160156
1786033014.103794,62464,-118.35566711425781
1786033014.644792,62720,-116.58961486816406
1786033015.1259358,62976,-116.00140380859375
1786033015.628835,63232,-113.12676239013672
1786033016.0364287,63488,-114.08381652832031
1786033016.5556958,63744,-113.6305160522461
1786033017.0901737,64000,-113.53443145751953
1786033017.5696628,64256,-114.18896484375
1786033017.973922,64512,-115.73831939697266
1786033018.4827554,64768,-116.77694702148438
1786033018.8850534,65024,-116.57950592041016
1786033019.3183715,65280,-116.74365997314453
1786033019.7558305,65536,-116.49027252197266
1786033020.1727865,65792,-117.87882232666016
1786033020.7069755,66048,-117.98660278320312
1786033021.2173953,66304,-117.63926696777344
1786033021.5945442,66560,-117.03857421875
1786033022.091573,66816,-119.18770599365234
1786033022.5109558,67072,-118.60733032226562
1786033022.9946811,67328,-118.06941986083984
1786033023.4930234,67584,-118.876708984375
1786033023.8893557,67840,-121.74207305908203
1786033024.3371491,68096,-123.99710845947266
1786033024.8146775,68352,-122.96621704101562
1786033025.3238761,68608,-122.7569580078125
1786033025.8344977,68864,-122.96926879882812
1786033026.2849963,69120,-122.99609375
1786033026.816287,69376,-122.8559341430664
1786033027.4007108,69632,-121.86460876464844
1786033027.99134,69888,-122.58181762695312
1786033028.4237392,70144,-126.73908233642578
1786033028.9285123,70400,-125.32530975341797
1786033029.4158766,70656,-126.47953033447266
1786033029.86815,70912,-124.514892578125
1786033030.2648294,71168,-123.51990509033203
1786033030.7490149,71424,-122.95958709716797
1786033031.2257183,71680,-121.53117370605469
1786033031.7323327,71936,-121.99421691894531
1786033032.2508717,72192,-123.27120971679688
1786033032.8174171,72448,-124.28886413574219
1786033033.3623445,72704,-123.8930435180664
1786033033.810573,72960,-122.48265075683594
1786033034.35341,73216,-124.17457580566406
1786033034.8954268,73472,-125.66403198242188
1786033035.4868917,73728,-125.17229461669922
1786033036.032432,73984,-124.30116271972656
1786033036.527975,74240,-124.34000396728516
1786033036.9782407,74496,-125.7961654663086
1786033037.320911,74752,-125.46990203857422
1786033037.7349498,75008,-125.3603286743164
1786033038.2562792,75264,-127.40909576416016
1786033038.7356288,75520,-127.22879791259766
1786033039.2539628,75776,-127.22611236572266
1786033039.7089622,76032,-127.99321746826172
1786033040.2421782,76288,-129.72720336914062
1786033040.7659042,76544,-127.47967529296875
1786033041.2412727,76800,-126.634521484375
1786033041.7636163,77056,-126.22737884521484
1786033042.3132205,77312,-127.65821075439453
1786033042.8634906,77568,-127.4974594116211
1786033043.3231533,77824,-129.8052978515625
1786033043.9056015,78080,-131.21835327148438
1786033044.3987873,78336,-131.16880798339844
1786033044.8411362,78592,-130.47354125976562
1786033045.2405946,78848,-130.60574340820312
1786033045.7693822,79104,-133.83258056640625
1786033046.3346047,79360,-132.99700927734375
1786033046.8776746,79616,-132.2659454345703
1786033047.5634577,79872,-131.71054077148438
1786033048.1181314,80128,-129.1603546142578
1786033048.7052548,80384,-130.66505432128906
1786033049.205809,80640,-131.47914123535156
1786033049.699075,80896,-130.4605255126953
1786033050.182546,81152,-131.42327880859375
1786033050.654955,81408,-130.84616088867188
1786033051.136566,81664,-129.3084716796875
1786033051.5529568,81920,-127.22602844238281
1786033052.0031316,82176,-127.7558822631836
1786033052.4913802,82432,-129.48974609375
1786033052.8428223,82688,-128.5431365966797
1786033053.2621284,82944,-129.24534606933594
1786033053.6465657,83200,-127.3458023071289
1786033054.089083,83456,-129.0465545654297
1786033054.6029327,83712,-130.88034057617188
1786033055.0794163,83968,-130.68618774414062
1786033055.4601219,84224,-131.73898315429688
1786033055.97244,84480,-131.3144073486328
1786033056.422782,84736,-131.29751586914062
1786033056.8686833,84992,-129.49014282226562
1786033057.2758844,85248,-131.2529296875
1786033057.6897974,85504,-131.6728973388672
1786033058.1693077,85760,-131.4905548095703
1786033058.6494427,86016,-134.4813232421875
1786033059.097977,86272,-134.9049072265625
1786033059.5600224,86528,-134.9339599609375
1786033060.0169666,86784,-135.0243377685547
1786033060.4612596,87040,-133.6668243408203
1786033060.9066815,87296,-131.68394470214844
1786033061.342306,87552,-129.61376953125
1786033061.7430093,87808,-129.82960510253906
1786033062.1846309,88064,-128.94125366210938
1786033062.634132,88320,-126.20941925048828
1786033063.0945442,88576,-125.00466918945312
1786033063.5296438,88832,-126.85855102539062
1786033063.9099715,89088,-126.99063873291016
1786033064.311035,89344,-125.22676849365234
1786033064.6614065,89600,-126.03369903564453
1786033065.119661,89856,-128.23101806640625
1786033065.539437,90112,-128.9266357421875
1786033066.0433073,90368,-128.4705047607422
1786033066.625717,90624,-128.9116973876953
1786033067.124642,90880,-129.19515991210938
1786033067.5170836,91136,-128.30604553222656
1786033067.9673574,91392,-131.71092224121094
1786033068.171984,91648,-131.9244842529297
1786033068.3779542,91904,-131.39801025390625
1786033068.5926208,92160,-132.4698944091797
1786033068.9723814,92416,-131.65904235839844
1786033069.2253847,92672,-129.628662109375
1786033069.478278,92928,-127.45767211914062
1786033069.9043944,93184,-127.40660095214844
1786033070.4208426,93440,-127.29087829589844
1786033070.6485736,93696,-128.9601593017578
1786033070.9245076,93952,-127.2679214477539
1786033071.1617155,94208,-129.3055877685547
1786033071.386806,94464,-129.6251220703125
1786033071.6371667,94720,-130.14210510253906
1786033072.1823075,94976,-132.7477569580078
1786033072.5295985,95232,-132.51258850097656
1786033072.7440057,95488,-131.55111694335938
1786033072.9864516,95744,-129.8662109375
1786033073.2206168,96000,-132.02731323242188
1786033073.4575849,96256,-132.4140625
1786033073.6851282,96512,-132.3599395751953
1786033073.903697,96768,-132.77850341796875
1786033074.114573,97024,-132.79100036621094
1786033074.33005,97280,-133.98291015625
1786033074.551729,97536,-131.82623291015625
1786033074.9451308,97792,-131.4501190185547
1786033075.6084518,98048,-129.97119140625
1786033076.15173,98304,-129.3603057861328
1786033076.7516882,98560,-129.00367736816406
1786033077.422355,98816,-128.5196533203125
1786033077.9020362,99072,-127.84988403320312
1786033078.4286451,99328,-128.34609985351562
1786033078.8512707,99584,-128.1468505859375
1786033079.4473884,99840,-128.880126953125
1786033080.136763,100096,-127.97611236572266
1786033080.8655252,100352,-125.52166748046875
1786033081.4904122,100608,-125.57171630859375
1786033081.9926624,100864,-123.16171264648438
1786033082.5289989,101120,-121.05961608886719
1786033083.1589692,101376,-120.96342468261719
1786033083.6912742,101632,-121.35688018798828
1786033084.1149573,101888,-122.8892593383789
1786033084.5804684,102144,-122.9455337524414
1786033084.994351,102400,-123.63142395019531
1786033085.35505,102656,-124.07111358642578
1786033085.9417582,102912,-123.0903549194336
1786033086.4293923,103168,-123.08012390136719
1786033086.8816566,103424,-122.24600219726562
1786033087.3041077,103680,-122.21358489990234
1786033087.757746,103936,-120.8662109375
1786033088.2747896,104192,-121.05626678466797
1786033088.6843548,104448,-120.8037338256836
1786033089.1547983,104704,-117.30451965332031
1786033089.6671205,104960,-117.2825927734375
1786033090.1529129,105216,-115.55661010742188
1786033090.6051304,105472,-116.38225555419922
1786033091.1537802,105728,-115.469970703125
1786033091.5415492,105984,-115.39901733398438
1786033092.055569,106240,-115.03408813476562
1786033092.5738597,106496,-113.09634399414062
1786033093.0623832,106752,-115.02686309814453
1786033093.5080445,107008,-118.03292846679688
1786033093.9670134,107264,-116.9079360961914
1786033094.4432456,107520,-118.96146392822266
1786033094.972036,107776,-120.0011978149414
1786033095.3379502,108032,-118.684326171875
1786033095.813063,108288,-118.8188705444336
1786033096.357193,108544,-118.62236785888672
1786033096.7470424,108800,-117.04547882080078
1786033097.23749,109056,-114.62935638427734
1786033097.7898767,109312,-113.0078125
1786033098.2833524,109568,-112.6888198852539
1786033098.8086088,109824,-111.15775299072266
1786033099.3393507,110080,-108.60560607910156
1786033099.8311727,110336,-110.1456069946289
1786033100.2942295,110592,-111.88111877441406
1786033100.8768368,110848,-114.16017150878906
1786033101.3222182,111104,-113.85730743408203
1786033101.883551,111360,-111.45613861083984
1786033102.4339368,111616,-112.61634826660156
1786033102.948521,111872,-113.30337524414062
1786033103.5263977,112128,-115.0102767944336
1786033104.04612,112384,-112.68922424316406
1786033104.5321028,112640,-113.7928237915039
1786033105.0271866,112896,-115.38668060302734
1786033105.491714,113152,-114.89341735839844
1786033106.0124066,113408,-113.33588409423828
1786033106.4789298,113664,-112.88133239746094
1786033106.998942,113920,-115.05633544921875
1786033107.478222,114176,-114.83333587646484
1786033107.8642228,114432,-114.13681030273438
1786033108.3373437,114688,-113.8519058227539
1786033108.8377807,114944,-113.26982116699219
1786033109.2730021,115200,-111.9208984375
1786033109.7119184,115456,-113.00645446777344
1786033110.2605093,115712,-113.64985656738281
1786033110.7025344,115968,-114.0004653930664
1786033111.178745,116224,-115.06126403808594
1786033111.6472478,116480,-114.92913055419922
1786033112.1973557,116736,-116.26164245605469
1786033112.8163242,116992,-114.84852600097656
1786033113.306065,117248,-114.99112701416016
1786033113.8044293,117504,-116.60273742675781
1786033114.350524,117760,-116.25889587402344
1786033114.8293357,118016,-116.40495300292969
1786033115.2958748,118272,-117.72162628173828
1786033115.8018103,118528,-118.3290023803711
1786033116.3147697,118784,-118.78948211669922
1786033116.8833418,119040,-118.13642883300781
1786033117.3593774,119296,-119.56930541992188
1786033117.8250456,119552,-120.06474304199219
1786033118.3011992,119808,-120.22915649414062
1786033118.919192,120064,-120.584228515625
1786033119.4129634,120320,-120.2343978881836
1786033120.0797873,120576,-121.03983306884766
1786033120.6350772,120832,-122.3572006225586
1786033121.1839178,121088,-121.93733978271484
1786033121.7093642,121344,-120.30205535888672
1786033122.2185662,121600,-120.99501037597656
1786033122.832583,121856,-117.44960021972656
1786033123.3936026,122112,-115.80217742919922
1786033123.8088946,122368,-117.11943054199219
1786033124.2735267,122624,-114.49349975585938
1786033124.7597814,122880,-113.64183044433594
1786033125.392546,123136,-113.90709686279297
1786033125.8537886,123392,-113.9008560180664
1786033126.46729,123648,-115.34352111816406
1786033127.1267004,123904,-117.31954193115234
1786033127.7152767,124160,-116.69535827636719
1786033128.3150835,124416,-116.50968170166016
1786033129.1871881,124672,-116.70073699951172
1786033129.8542244,124928,-117.3896255493164
1786033130.5265605,125184,-117.83634185791016
1786033131.2023697,125440,-115.90349578857422
1786033131.8625557,125696,-115.46895599365234
1786033132.6749868,125952,-116.31008911132812
1786033133.4289093,126208,-115.8006591796875
1786033134.1612332,126464,-117.98625946044922
1786033134.7958272,126720,-116.34947967529297
1786033135.486652,126976,-115.71990203857422
1786033136.076294,127232,-117.12837219238281
1786033136.7679143,127488,-117.87530517578125
1786033137.452015,127744,-118.44329071044922
1786033138.037923,128000,-117.40090942382812
1786033138.4977326,128256,-119.08172607421875
1786033139.0708387,128512,-119.6593017578125
1786033139.5638661,128768,-119.13119506835938
1786033140.1320667,129024,-117.57866668701172
1786033140.5902596,129280,-118.01407623291016
1786033141.1792793,129536,-118.22618865966797
1786033141.7333233,129792,-117.0044937133789
1786033142.2742162,130048,-117.44271087646484
1786033142.756938,130304,-118.02779388427734
1786033143.226138,130560,-115.89376831054688
1786033143.725391,130816,-116.40253448486328
1786033144.2267156,131072,-116.63603210449219
1786033144.6670785,131328,-115.84163665771484
1786033145.151418,131584,-114.4705581665039
1786033145.6691842,131840,-115.5506820678711
1786033146.15407,132096,-114.9681625366211
1786033146.538832,132352,-115.46800231933594
1786033147.0711105,132608,-112.99212646484375
1786033147.6131644,132864,-113.57323455810547
1786033148.1191812,133120,-114.43496704101562
1786033148.5880857,133376,-112.51316833496094
1786033149.0309749,133632,-112.7630386352539
1786033149.4452808,133888,-112.57950592041016
1786033149.944858,134144,-112.78568267822266
1786033150.3935142,134400,-113.0282974243164
1786033150.8302436,134656,-114.6466064453125
1786033151.308814,134912,-117.63595581054688
1786033151.8344934,135168,-119.84236907958984
1786033152.2874599,135424,-118.74494171142578
1786033152.8289533,135680,-118.1959228515625
1786033153.274592,135936,-120.45771026611328
1786033153.7689226,136192,-119.58424377441406
1786033154.2722456,136448,-121.04618835449219
1786033155.0088952,136704,-120.41338348388672
1786033155.6718187,136960,-120.20512390136719
1786033156.2373216,137216,-120.82103729248047
1786033157.0283785,137472,-120.9743423461914
1786033157.5407283,137728,-122.57109069824219
1786033158.0600004,137984,-124.6390151977539
1786033158.513908,138240,-126.06622314453125
1786033158.982759,138496,-124.28450012207031
1786033159.405344,138752,-123.85356140136719
1786033159.935236,139008,-122.95030212402344
1786033160.3779237,139264,-125.0151596069336
1786033161.1363192,139520,-126.31835174560547
1786033161.792411,139776,-126.16133117675781
1786033162.7976465,140032,-124.87053680419922
1786033163.655127,140288,-124.61280059814453
1786033164.3647788,140544,-124.33721160888672
1786033165.1704895,140800,-122.76522064208984
1786033165.8696382,141056,-121.50537109375
1786033166.4876444,141312,-119.81541442871094
1786033166.8152215,141568,-119.22066497802734
1786033167.139488,141824,-118.6925277709961
1786033167.436547,142080,-119.22373962402344
1786033167.642737,142336,-118.96248626708984
1786033167.866393,142592,-116.0375747680664
1786033168.0995054,142848,-115.89026641845703
1786033168.3198106,143104,-116.12381744384766
1786033168.5399652,143360,-116.16707611083984
1786033168.7657979,143616,-115.60066223144531
1786033168.968725,143872,-115.45880126953125
1786033169.2202091,144128,-117.46517944335938
1786033169.4724083,144384,-119.4903564453125
1786033169.9822028,144640,-119.41593933105469
1786033170.6823318,144896,-120.44515991210938
1786033171.2388403,145152,-119.44242095947266
1786033171.6310956,145408,-121.06314849853516
1786033172.101779,145664,-123.19902801513672
1786033172.6305852,145920,-122.49771118164062
1786033173.0894463,146176,-122.48489379882812
1786033173.5452893,146432,-123.83283996582031
1786033174.0659046,146688,-123.83457946777344
1786033174.5463655,146944,-124.48139190673828
1786033175.0955827,147200,-124.88763427734375
1786033175.544928,147456,-124.25439453125
1786033176.034414,147712,-125.49877166748047
1786033176.5434697,147968,-125.36322021484375
1786033177.030956,148224,-125.4092025756836
1786033177.4967198,148480,-124.70333099365234
1786033178.0179262,148736,-123.80695343017578
1786033178.4887044,148992,-125.13416290283203
1786033178.9163232,149248,-127.22039794921875
1786033179.389126,149504,-126.58609771728516
1786033179.8751066,149760,-122.2953109741211
1786033180.416709,150016,-120.96337127685547
